feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Lactococcus	hatchery	south_santiam	0.686073760636079	1.20101339589345	40	37	0.571382429801879	0.8464379934463
Patulibacter	hatchery	south_santiam	0.519065431127169	0.91420607260532	40	10	0.573710503525872	0.8464379934463
Bradyrhizobium	hatchery	sandy	-0.616600021676736	1.14243919435482	40	35	0.592711551007088	0.8464379934463
Aggregatibacter	hatchery	south_santiam	0.387837665564834	0.714314393469463	40	5	0.590509675008992	0.8464379934463
Aggregatibacter	hatchery	willamette	0.326789358704171	0.612519539134712	40	5	0.596954899054424	0.8464379934463
Iodobacter	hatchery	sandy	0.544528205334963	1.07285878618708	40	15	0.614865334861935	0.8464379934463
Lachnospiraceae.NK4A136.group	hatchery	south_santiam	-0.152599196227295	0.309343390137206	40	37	0.624796367278371	0.852726372508678
Carnobacterium	hatchery	willamette	0.442457099387348	0.896456964315957	40	37	0.6246133309103	0.852726372508678
Neisseriaceae	hatchery	south_santiam	-0.59116410699835	1.2269779699597	40	9	0.632860683579162	0.856381690970951
Anaerococcus	hatchery	sandy	0.547470653433961	1.13447904688724	40	10	0.632319414810469	0.856381690970951
Rothia	hatchery	south_santiam	0.504342551670121	1.06242370245869	40	11	0.63786130602607	0.859491081848687
Noviherbaspirillum	hatchery	south_santiam	-0.591408659285647	1.27225115127245	40	13	0.644836835758997	0.861766474329495
Haemophilus	hatchery	sandy	-0.570163766815842	1.25409375775963	40	10	0.652096508621376	0.861766474329495
Thermus	hatchery	south_santiam	-0.638868631736102	1.41944931208396	40	12	0.655350012314984	0.861766474329495
Ephemeroptericola	hatchery	sandy	0.341361286703208	0.75509003595154	40	6	0.653923477945708	0.861766474329495
Cloacibacterium	hatchery	south_santiam	-0.427497442000379	0.951181157871702	40	5	0.655809706879679	0.861766474329495
Mycobacterium	hatchery	sandy	0.511614170471849	1.11232585037427	40	6	0.648318120993516	0.861766474329495
Paucibacter	hatchery	willamette	0.26979088096893	0.616111485345705	40	40	0.664080106551233	0.865642075415938
Oxalobacteraceae	hatchery	willamette	0.395603472756379	0.903779230237076	40	7	0.664203353463801	0.865642075415938
Anoxybacillus	hatchery	sandy	0.589377096284677	1.41013510860334	40	9	0.678460517944189	0.877295820602762
Comamonas	hatchery	sandy	0.421931669321798	1.01018240659051	40	16	0.678662804617231	0.877295820602762
Methylorubrum	hatchery	willamette	0.240548665529766	0.589477337267278	40	32	0.685638431030132	0.87964239550962
Limnohabitans	hatchery	willamette	-0.444832236399514	1.09145256686558	40	11	0.686010421655301	0.87964239550962
Methylorubrum	hatchery	sandy	-0.278842383211805	0.711570899765095	40	32	0.697465439577949	0.887176039143151
Aggregatibacter	hatchery	sandy	0.291858613008697	0.7393856422137	40	5	0.695370248701601	0.887176039143151
Brevibacterium	hatchery	willamette	-0.363204448281284	0.970898846639314	40	9	0.710531049464048	0.891325499892349
Arcobacter	hatchery	sandy	0.273241689998318	0.74280719360847	40	5	0.715139042099527	0.891325499892349
Chroococcidiopsaceae	hatchery	south_santiam	0.317885692072906	0.874120171164027	40	7	0.718236263772333	0.891325499892349
